created_at,full_text,username,cleaned_text,translate_text,lower_text,normalize_text,stopwords_text,tokenisasi_text,stemming_text,sentimen
Mon Mar 20 18:33:25 +0000 2023,The country will apply the experience of Russia and its Mir payment system to introduce its own national payment system Dodit Proboyakti of the Indonesian Credit Card Association (AKKI) told RIA Novosti,jaccocharite,The country will apply the experience of Russia and its Mir payment system to introduce its own national payment system Dodit Proboyakti of the Indonesian Credit Card Association AKKI told RIA Novosti,Negara akan terapkan pengalaman Rusia dan sistem pembayaran Mir untuk perkenalkan sistem pembayaran nasionalnya sendiri Dodit Proboyakti dari Asosiasi Kartu Kredit Indonesia AKKI mengatakan kepada RIA Novosti,negara akan terapkan pengalaman rusia dan sistem pembayaran mir untuk perkenalkan sistem pembayaran nasionalnya sendiri dodit proboyakti dari asosiasi kartu kredit indonesia akki mengatakan kepada ria novosti,negara akan terapkan pengalaman rusia dan sistem pembayaran mir untuk perkenalkan sistem pembayaran nasionalnya sendiri dodit proboyakti dari asosiasi kartu kredit indonesia akki mengatakan kepada ria novosti,negara terapkan pengalaman rusia sistem pembayaran mir perkenalkan sistem pembayaran nasionalnya dodit proboyakti asosiasi kartu kredit indonesia akki ria novosti,"['negara', 'terapkan', 'pengalaman', 'rusia', 'sistem', 'pembayaran', 'mir', 'perkenalkan', 'sistem', 'pembayaran', 'nasionalnya', 'dodit', 'proboyakti', 'asosiasi', 'kartu', 'kredit', 'indonesia', 'akki', 'ria', 'novosti']",negara terap alam rusia sistem bayar mir kenal sistem bayar nasional dodit proboyakti asosiasi kartu kredit indonesia akki ria novosti,Negatif
Sat Mar 11 12:55:33 +0000 2023,Indo blinks are wild SELAMAT DATANG BLACKPINK #BORNPINKinJKTday1 #BLACKPINKinJAKARTA #BORNPINKinJAKARTA @BLACKPINK https://t.co/ib92Km0VF6,blinkeushoppe,Indo blinks are wild SELAMAT DATANG BLACKPINK BORNPINKinJKTday1 BLACKPINKinJAKARTA BORNPINKinJAKARTA BLACKPINK,Indo blinks are wild SELAMAT DATANG BLACKPINK BORNPINKinJKTday1 BLACKPINKinJAKARTA BORNPINKinJAKARTA BLACKPINK,indo blinks are wild selamat datang blackpink bornpinkinjktday1 blackpinkinjakarta bornpinkinjakarta blackpink,indo blinks are wild selamat datang blackpink bornpinkinjktday1 blackpinkinjakarta bornpinkinjakarta blackpink,indo blinks are wild selamat blackpink bornpinkinjktday1 blackpinkinjakarta bornpinkinjakarta blackpink,"['indo', 'blinks', 'are', 'wild', 'selamat', 'blackpink', 'bornpinkinjktday1', 'blackpinkinjakarta', 'bornpinkinjakarta', 'blackpink']",indo blinks are wild selamat blackpink bornpinkinjktday1 blackpinkinjakarta bornpinkinjakarta blackpink,Netral
Thu Mar 16 06:24:18 +0000 2023,#Brahmos Aerospace looking at sealing orders worth 500 million USD in South East Asia #Indonesia is in talks to place an order of 200-350 million USD for shore based as well as ship based Supersonic Brahmos Cruise Missile systems #IADN https://t.co/UomMFk9YEx,NewsIADN,Brahmos Aerospace looking at sealing orders worth 500 million USD in South East Asia Indonesia is in talks to place an order of 200350 million USD for shore based as well as ship based Supersonic Brahmos Cruise Missile systems IADN,Brahmos Aerospace mengincar pesanan senilai 500 juta USD di Asia Tenggara Indonesia sedang dalam pembicaraan untuk memesan sistem Rudal Jelajah Supersonik Brahmos berbasis darat dan berbasis kapal senilai 200350 juta USD IADN,brahmos aerospace mengincar pesanan senilai 500 juta usd di asia tenggara indonesia sedang dalam pembicaraan untuk memesan sistem rudal jelajah supersonik brahmos berbasis darat dan berbasis kapal senilai 200350 juta usd iadn,brahmos aerospace mengincar pesanan senilai 500 juta usd di asia tenggara indonesia sedang dalam pembicaraan untuk memesan sistem rudal jelajah supersonik brahmos berbasis darat dan berbasis kapal senilai 200350 juta usd iadn,brahmos aerospace mengincar pesanan senilai 500 juta usd asia tenggara indonesia pembicaraan memesan sistem rudal jelajah supersonik brahmos berbasis darat berbasis kapal senilai 200350 juta usd iadn,"['brahmos', 'aerospace', 'mengincar', 'pesanan', 'senilai', '500', 'juta', 'usd', 'asia', 'tenggara', 'indonesia', 'pembicaraan', 'memesan', 'sistem', 'rudal', 'jelajah', 'supersonik', 'brahmos', 'berbasis', 'darat', 'berbasis', 'kapal', 'senilai', '200350', 'juta', 'usd', 'iadn']",brahmos aerospace incar pesan nila 500 juta usd asia tenggara indonesia bicara mes sistem rudal jelajah supersonik brahmos bas darat bas kapal nila 200350 juta usd iadn,Netral
Mon Mar 27 17:48:43 +0000 2023,Exciting update from our partners at Guardarian! They now support the local payment method Mandiri VA for Indonesia 🇮🇩 providing more options and accessibility for our Indonesian users. Keep up the great work! #Bridge #BRG $BRG #BNBChain #Guardarian #Crypto #Indonesia,bridge_oracle,Exciting update from our partners at Guardarian They now support the local payment method Mandiri VA for Indonesia 🇮🇩 providing more options and accessibility for our Indonesian users Keep up the great work Bridge BRG BRG BNBChain Guardarian Crypto Indonesia,Pembaruan menarik dari mitra kami di Guardarian Mereka sekarang mendukung metode pembayaran lokal Mandiri VA untuk Indonesia 🇮🇩 yang menyediakan lebih banyak opsi dan aksesibilitas bagi pengguna kami di Indonesia Teruskan kerja hebatmu Bridge BRG BRG BNBChain Guardarian Crypto Indonesia,pembaruan menarik dari mitra kami di guardarian mereka sekarang mendukung metode pembayaran lokal mandiri va untuk indonesia 🇮🇩 yang menyediakan lebih banyak opsi dan aksesibilitas bagi pengguna kami di indonesia teruskan kerja hebatmu bridge brg brg bnbchain guardarian crypto indonesia,pembaruan menarik dari mitra kami di guardarian mereka sekarang mendukung metode pembayaran lokal mandiri va untuk indonesia 🇮🇩 yang menyediakan lebih banyak opsi dan aksesibilitas bagi pengguna kami di indonesia teruskan kerja hebatmu bridge brg brg bnbchain guardarian crypto indonesia,pembaruan menarik mitra guardarian mendukung metode pembayaran lokal mandiri va indonesia 🇮🇩 menyediakan opsi aksesibilitas pengguna indonesia teruskan kerja hebatmu bridge brg brg bnbchain guardarian crypto indonesia,"['pembaruan', 'menarik', 'mitra', 'guardarian', 'mendukung', 'metode', 'pembayaran', 'lokal', 'mandiri', 'va', 'indonesia', '🇮', '🇩', 'menyediakan', 'opsi', 'aksesibilitas', 'pengguna', 'indonesia', 'teruskan', 'kerja', 'hebatmu', 'bridge', 'brg', 'brg', 'bnbchain', 'guardarian', 'crypto', 'indonesia']",baru tarik mitra guardarian dukung metode bayar lokal mandiri va indonesia sedia opsi aksesibilitas guna indonesia terus kerja hebat bridge brg brg bnbchain guardarian crypto indonesia,Positif
Fri Mar 17 17:25:33 +0000 2023,Congrats DRDO! ️BRAHMOS to #Indonesia 🇮🇩 India expecting a $200 million deal. #Philippines 🇵🇭 might give a follow-on-order of $300 million. Brahmos Rocks‼️ Watched our video on Brahmos yet? https://t.co/bH3RNpZaBm https://t.co/fYXvsx4FEu,LevinaNeythiri,Congrats DRDO ️BRAHMOS to Indonesia 🇮🇩 India expecting a 200 million deal Philippines 🇵🇭 might give a followonorder of 300 million Brahmos Rocks‼️ Watched our video on Brahmos yet,Selamat DRDO ️BRAHMOS untuk Indonesia 🇮🇩 India mengharapkan kesepakatan 200 juta Filipina 🇵🇭 mungkin akan memberikan pesanan lanjutan sebesar 300 juta Brahmos Rocks‼️ Tonton video kami tentang Brahmos,selamat drdo ️brahmos untuk indonesia 🇮🇩 india mengharapkan kesepakatan 200 juta filipina 🇵🇭 mungkin akan memberikan pesanan lanjutan sebesar 300 juta brahmos rocks‼️ tonton video kami tentang brahmos,selamat drdo ️brahmos untuk indonesia 🇮🇩 india mengharapkan kesepakatan 200 juta filipina 🇵🇭 mungkin akan memberikan pesanan lanjutan sebesar 300 juta brahmos rocks‼️ tonton video kami tentang brahmos,selamat drdo ️brahmos indonesia 🇮🇩 india mengharapkan kesepakatan 200 juta filipina 🇵🇭 pesanan lanjutan 300 juta brahmos rocks‼️ tonton video brahmos,"['selamat', 'drdo', '️brahmos', 'indonesia', '🇮', '🇩', 'india', 'mengharapkan', 'kesepakatan', '200', 'juta', 'filipina', '🇵', '🇭', 'pesanan', 'lanjutan', '300', 'juta', 'brahmos', 'rocks‼️', 'tonton', 'video', 'brahmos']",selamat drdo brahmos indonesia india harap sepakat 200 juta filipina pesan lanjut 300 juta brahmos rocks tonton video brahmos,Positif
Wed Apr 19 14:24:52 +0000 2023,Reports : #Indonesia could order #BrahMos by the end of this year. The deal is expected to be worth around $200 million and the price negotiations are at an advanced stage. #IADN https://t.co/sIZemv62Ac,NewsIADN,Reports Indonesia could order BrahMos by the end of this year The deal is expected to be worth around 200 million and the price negotiations are at an advanced stage IADN,Laporan Indonesia bisa memesan BrahMos pada akhir tahun ini Kesepakatan tersebut diperkirakan bernilai sekitar 200 juta dan negosiasi harga berada pada tahap lanjutan IADN,laporan indonesia bisa memesan brahmos pada akhir tahun ini kesepakatan tersebut diperkirakan bernilai sekitar 200 juta dan negosiasi harga berada pada tahap lanjutan iadn,laporan indonesia bisa memesan brahmos pada akhir tahun ini kesepakatan tersebut diperkirakan bernilai sekitar 200 juta dan negosiasi harga berada pada tahap lanjutan iadn,laporan indonesia memesan brahmos kesepakatan bernilai 200 juta negosiasi harga tahap lanjutan iadn,"['laporan', 'indonesia', 'memesan', 'brahmos', 'kesepakatan', 'bernilai', '200', 'juta', 'negosiasi', 'harga', 'tahap', 'lanjutan', 'iadn']",lapor indonesia mes brahmos sepakat nila 200 juta negosiasi harga tahap lanjut iadn,Netral
Thu Mar 16 06:44:33 +0000 2023,BrahMos Aerospace expects to close a deal this year to sell Indonesia supersonic cruise missiles worth at least $200 million. https://t.co/VrCutHzmBF,alpha_defense,BrahMos Aerospace expects to close a deal this year to sell Indonesia supersonic cruise missiles worth at least 200 million,BrahMos Aerospace berharap dapat menutup kesepakatan tahun ini untuk menjual rudal jelajah supersonik ke Indonesia senilai setidaknya 200 juta,brahmos aerospace berharap dapat menutup kesepakatan tahun ini untuk menjual rudal jelajah supersonik ke indonesia senilai setidaknya 200 juta,brahmos aerospace berharap dapat menutup kesepakatan tahun ini untuk menjual rudal jelajah supersonik ke indonesia senilai setidaknya 200 juta,brahmos aerospace berharap menutup kesepakatan menjual rudal jelajah supersonik indonesia senilai 200 juta,"['brahmos', 'aerospace', 'berharap', 'menutup', 'kesepakatan', 'menjual', 'rudal', 'jelajah', 'supersonik', 'indonesia', 'senilai', '200', 'juta']",brahmos aerospace harap tutup sepakat jual rudal jelajah supersonik indonesia nila 200 juta,Positif
Mon Feb 06 14:25:26 +0000 2023,Indonesia plans to build new coal-fired power plants to make batteries for @Tesla's electric vehicles. https://t.co/dIRJCGEvCF,BrianGitt,Indonesia plans to build new coalfired power plants to make batteries for Teslas electric vehicles,Indonesia berencana membangun pembangkit listrik tenaga batu bara baru untuk memproduksi baterai kendaraan listrik Tesla,indonesia berencana membangun pembangkit listrik tenaga batu bara baru untuk memproduksi baterai kendaraan listrik tesla,indonesia berencana membangun pembangkit listrik tenaga batu bara baru untuk memproduksi baterai kendaraan listrik tesla,indonesia berencana membangun pembangkit listrik tenaga batu bara memproduksi baterai kendaraan listrik tesla,"['indonesia', 'berencana', 'membangun', 'pembangkit', 'listrik', 'tenaga', 'batu', 'bara', 'memproduksi', 'baterai', 'kendaraan', 'listrik', 'tesla']",indonesia rencana bangun bangkit listrik tenaga batu bara produksi baterai kendara listrik tesla,Negatif
Thu Feb 16 15:46:07 +0000 2023,Good discussion with Indonesian Foreign Minister Retno Marsudi @Menlu_RI today regarding Indonesia s chairmanship of @ASEAN and our joint efforts under the U.S.-Indonesia Strategic Partnership. The United States supports ASEAN and its role in shaping a free open Indo-Pacific.,SecBlinken,Good discussion with Indonesian Foreign Minister Retno Marsudi MenluRI today regarding Indonesia s chairmanship of ASEAN and our joint efforts under the USIndonesia Strategic Partnership The United States supports ASEAN and its role in shaping a free open IndoPacific,Diskusi yang baik dengan Menteri Luar Negeri Indonesia Retno Marsudi MenluRI hari ini mengenai kepemimpinan Indonesia di ASEAN dan upaya bersama kita di bawah Kemitraan Strategis AS-Indonesia Amerika Serikat mendukung ASEAN dan perannya dalam membentuk kawasan Indo-Pasifik yang bebas dan terbuka,diskusi yang baik dengan menteri luar negeri indonesia retno marsudi menluri hari ini mengenai kepemimpinan indonesia di asean dan upaya bersama kita di bawah kemitraan strategis as-indonesia amerika serikat mendukung asean dan perannya dalam membentuk kawasan indo-pasifik yang bebas dan terbuka,diskusi yang baik dengan menteri luar negeri indonesia retno marsudi menluri hari ini mengenai kepemimpinan indonesia di asean dan upaya bersama kita di bawah kemitraan strategis as-indonesia amerika serikat mendukung asean dan perannya dalam membentuk kawasan indo-pasifik yang bebas dan terbuka,diskusi menteri negeri indonesia retno marsudi menluri kepemimpinan indonesia asean upaya kemitraan strategis as-indonesia amerika serikat mendukung asean perannya membentuk kawasan indo-pasifik bebas terbuka,"['diskusi', 'menteri', 'negeri', 'indonesia', 'retno', 'marsudi', 'menluri', 'kepemimpinan', 'indonesia', 'asean', 'upaya', 'kemitraan', 'strategis', 'as', '-', 'indonesia', 'amerika', 'serikat', 'mendukung', 'asean', 'perannya', 'membentuk', 'kawasan', 'indo', '-', 'pasifik', 'bebas', 'terbuka']",diskusi menteri negeri indonesia retno marsudi menluri pimpin indonesia asean upaya mitra strategis as - indonesia amerika serikat dukung asean peran bentuk kawasan indo - pasifik bebas buka,Positif
Mon Apr 24 22:08:19 +0000 2023,@robfnunn @spectatorindex The vertical institutionalization of the BRICS took place in June 2009 with the Ekaterinburg Summit. Today there is even a development bank with a budget of U$$ 100 billion,reporterenato,robfnunn spectatorindex The vertical institutionalization of the BRICS took place in June 2009 with the Ekaterinburg Summit Today there is even a development bank with a budget of U 100 billion,Pelembagaan vertikal BRICS terjadi pada bulan Juni 2009 dengan KTT Yekaterinburg. Saat ini bahkan ada bank pembangunan dengan anggaran U 100 miliar.,pelembagaan vertikal brics terjadi pada bulan juni 2009 dengan ktt yekaterinburg. saat ini bahkan ada bank pembangunan dengan anggaran u 100 miliar.,pelembagaan vertikal brics terjadi pada bulan juni 2009 dengan ktt yekaterinburg. saat ini bahkan ada bank pembangunan dengan anggaran u 100 miliar.,pelembagaan vertikal brics juni 2009 ktt yekaterinburg. bank pembangunan anggaran u 100 miliar.,"['pelembagaan', 'vertikal', 'brics', 'juni', '2009', 'ktt', 'yekaterinburg', '.', 'bank', 'pembangunan', 'anggaran', 'u', '100', 'miliar', '.']",lembaga vertikal brics juni 2009 ktt yekaterinburg bank bangun anggar u 100 miliar,Netral
Wed Feb 01 23:27:11 +0000 2023,With a formal invite from China their largest trading partner South Africa joined the BRICS alliance as a knowledge bank for mining and in hopes to support the cooperation of emerging economies. How will South Africa use this alliance to their benefit? #brics #oilandgas https://t.co/EXqPpE7qmw,nj_ayuk,With a formal invite from China their largest trading partner South Africa joined the BRICS alliance as a knowledge bank for mining and in hopes to support the cooperation of emerging economies How will South Africa use this alliance to their benefit brics oilandgas,"Dengan undangan resmi dari Tiongkok, mitra dagang terbesar mereka, Afrika Selatan, bergabung dengan aliansi BRICS sebagai bank pengetahuan untuk pertambangan dan dengan harapan dapat mendukung kerja sama negara-negara ekonomi berkembang. Bagaimana Afrika Selatan akan menggunakan aliansi ini untuk keuntungan mereka?","dengan undangan resmi dari tiongkok, mitra dagang terbesar mereka, afrika selatan, bergabung dengan aliansi brics sebagai bank pengetahuan untuk pertambangan dan dengan harapan dapat mendukung kerja sama negara-negara ekonomi berkembang. bagaimana afrika selatan akan menggunakan aliansi ini untuk keuntungan mereka?","dengan undangan resmi dari tiongkok, mitra dagang terbesar mereka, afrika selatan, bergabung dengan aliansi brics sebagai bank pengetahuan untuk pertambangan dan dengan harapan dapat mendukung kerja dengan negara-negara ekonomi berkembang. bagaimana afrika selatan akan menggunakan aliansi ini untuk keuntungan mereka?","undangan resmi tiongkok, mitra dagang terbesar mereka, afrika selatan, bergabung aliansi brics bank pengetahuan pertambangan harapan mendukung kerja negara-negara ekonomi berkembang. afrika selatan aliansi keuntungan mereka?","['undangan', 'resmi', 'tiongkok', ',', 'mitra', 'dagang', 'terbesar', 'mereka', ',', 'afrika', 'selatan', ',', 'bergabung', 'aliansi', 'brics', 'bank', 'pengetahuan', 'pertambangan', 'harapan', 'mendukung', 'kerja', 'negara', '-', 'negara', 'ekonomi', 'berkembang', '.', 'afrika', 'selatan', 'aliansi', 'keuntungan', 'mereka', '?']",undang resmi tiongkok mitra dagang besar mereka afrika selatan gabung aliansi brics bank tahu tambang harap dukung kerja negara - negara ekonomi kembang afrika selatan aliansi untung mereka,Netral
Sun Feb 19 19:48:22 +0000 2023,@nickhedley Nic. We are part of BRICS. What exactly is a surprise here? And where is this vocal outrage for the West that are the biggest perpetrators of war crimes since the Second World War ?,refiloer,nickhedley Nic We are part of BRICS What exactly is a surprise here And where is this vocal outrage for the West that are the biggest perpetrators of war crimes since the Second World War,nickhedley Nic Kami adalah bagian dari BRICS Apa sebenarnya yang mengejutkan di sini? Dan di mana kemarahan vokal ini terhadap Barat yang merupakan pelaku kejahatan perang terbesar sejak Perang Dunia Kedua?,nickhedley nic kami adalah bagian dari brics apa sebenarnya yang mengejutkan di sini? dan di mana kemarahan vokal ini terhadap barat yang merupakan pelaku kejahatan perang terbesar sejak perang dunia kedua?,nickhedley nic kami adalah bagian dari brics apa sebenarnya yang mengejutkan di sini? dan di mana kemarahan vokal ini terhadap barat yang merupakan pelaku kejahatan perang terbesar sejak perang dunia kedua?,nickhedley nic brics mengejutkan sini? kemarahan vokal barat pelaku kejahatan perang terbesar perang dunia kedua?,"['nickhedley', 'nic', 'brics', 'mengejutkan', 'sini', '?', 'kemarahan', 'vokal', 'barat', 'pelaku', 'kejahatan', 'perang', 'terbesar', 'perang', 'dunia', 'kedua', '?']",nickhedley nic brics kejut sini marah vokal barat laku jahat perang besar perang dunia dua,Netral
Thu Jan 26 09:44:21 +0000 2023, BUILD JAKAPAN AS CIMOL BANDUNG A THREAD https://t.co/JDFjzRZY68,biubib_bbles,BUILD JAKAPAN AS CIMOL BANDUNG A THREAD,BUILD JAKAPAN AS CIMOL BANDUNG A THREAD,build jakapan as cimol bandung a thread,build jakapan as cimol bandung a thread,build jakapan as cimol bandung a thread,"['build', 'jakapan', 'as', 'cimol', 'bandung', 'a', 'thread']",build jakapan as cimol bandung a thread,Negatif
Sat Jan 21 09:42:41 +0000 2023,‼️‼️HOLY FUCKING SHIT‼️‼️‼️‼️ IS INDONESIA MENTIONED??????!!!!!!!!!!11!1!1!1!1!1 🇮🇩🇮🇩🇮🇩 INDONESIA IS THE BEST FUCKING COUNTRY 🇮🇩🇮🇩🇮🇩🇮🇩 SOEKARNO IS SO BADASSSSS 🇮🇩🇮🇩🇮🇩🇮🇩 INDONESIAHEBAT🇮🇩 https://t.co/YPp7zXzeH6,daem_MIA,‼️‼️HOLY FUCKING SHIT‼️‼️‼️‼️ IS INDONESIA MENTIONED1111111 🇮🇩🇮🇩🇮🇩 INDONESIA IS THE BEST FUCKING COUNTRY 🇮🇩🇮🇩🇮🇩🇮🇩 SOEKARNO IS SO BADASSSSS 🇮🇩🇮🇩🇮🇩🇮🇩 INDONESIAHEBAT🇮🇩,‼️‼️HOLY FUCKING SHIT‼️‼️‼️‼️ IS INDONESIA MENTIONED1111111 🇮🇩🇮🇩🇮🇩 INDONESIA IS THE BEST FUCKING COUNTRY 🇮🇩🇮🇩🇮🇩🇮🇩 SOEKARNO IS SO BADASSSSS 🇮🇩🇮🇩🇮🇩🇮🇩 INDONESIAHEBAT🇮🇩,‼️‼️holy fucking shit‼️‼️‼️‼️ is indonesia mentioned1111111 🇮🇩🇮🇩🇮🇩 indonesia is the best fucking country 🇮🇩🇮🇩🇮🇩🇮🇩 soekarno is so badasssss 🇮🇩🇮🇩🇮🇩🇮🇩 indonesiahebat🇮🇩,‼️‼️holy fucking shit‼️‼️‼️‼️ is indonesia mentioned1111111 🇮🇩🇮🇩🇮🇩 indonesia is the best fucking country 🇮🇩🇮🇩🇮🇩🇮🇩 soekarno is so badasssss 🇮🇩🇮🇩🇮🇩🇮🇩 indonesiahebat🇮🇩,‼️‼️holy fucking shit‼️‼️‼️‼️ is indonesia mentioned1111111 🇮🇩🇮🇩🇮🇩 indonesia is the best fucking country 🇮🇩🇮🇩🇮🇩🇮🇩 soekarno is so badasssss 🇮🇩🇮🇩🇮🇩🇮🇩 indonesiahebat🇮🇩,"['‼️‼️holy', 'fucking', 'shit‼️‼️‼️‼️', 'is', 'indonesia', 'mentioned1111111', '🇮', '🇩', '🇮', '🇩', '🇮', '🇩', 'indonesia', 'is', 'the', 'best', 'fucking', 'country', '🇮', '🇩', '🇮', '🇩', '🇮', '🇩', '🇮', '🇩', 'soekarno', 'is', 'so', 'badasssss', '🇮', '🇩', '🇮', '🇩', '🇮', '🇩', '🇮', '🇩', 'indonesiahebat', '🇮', '🇩']",holy fucking shit is indonesia mentioned1111111 indonesia is the best fucking country soekarno is so badasssss indonesiahebat,Positif
Thu Jan 26 23:47:38 +0000 2023,Nuclear finally in the map. Indonesia will be interconnected by 2060 with super grid and 32 GW of nuclear will be part of the mix. The ministry of energy is planning a total of 6 GW in Sumatera and 26 GW in Kalimantan of nuclear power plant. https://t.co/j1IF0hADL4,bobsoef,Nuclear finally in the map Indonesia will be interconnected by 2060 with super grid and 32 GW of nuclear will be part of the mix The ministry of energy is planning a total of 6 GW in Sumatera and 26 GW in Kalimantan of nuclear power plant,Nuklir Akhirnya Masuk Peta Indonesia akan Terkoneksi pada 2060 dengan Super Grid dan 32 GW Nuklir Jadi Bagian dari Campuran Kementerian ESDM berencana membangun total 6 GW di Sumatera dan 26 GW di Kalimantan untuk PLTN,nuklir akhirnya masuk peta indonesia akan terkoneksi pada 2060 dengan super grid dan 32 gw nuklir jadi bagian dari campuran kementerian esdm berencana membangun total 6 gw di sumatera dan 26 gw di kalimantan untuk pltn,nuklir akhirnya masuk peta indonesia akan terkoneksi pada 2060 dengan super grid dan 32 saya nuklir jadi bagian dari campuran kementerian esdm berencana membangun total 6 saya di sumatera dan 26 saya di kalimantan untuk pltn,nuklir masuk peta indonesia terkoneksi 2060 super grid 32 nuklir campuran kementerian esdm berencana membangun total 6 sumatera 26 kalimantan pltn,"['nuklir', 'masuk', 'peta', 'indonesia', 'terkoneksi', '2060', 'super', 'grid', '32', 'nuklir', 'campuran', 'kementerian', 'esdm', 'berencana', 'membangun', 'total', '6', 'sumatera', '26', 'kalimantan', 'pltn']",nuklir masuk peta indonesia koneksi 2060 super grid 32 nuklir campur menteri esdm rencana bangun total 6 sumatera 26 kalimantan pltn,Netral
Wed Jan 11 14:46:35 +0000 2023,Setting the tone on the terraces shoulder to shoulder we stand with the name! From GBLA Stadium Bandung Indonesia. https://t.co/MIK7iMNHJ7,omgitsmungki,Setting the tone on the terraces shoulder to shoulder we stand with the name From GBLA Stadium Bandung Indonesia,Menetapkan nada di teras bahu-membahu kami berdiri dengan nama Dari Stadion GBLA Bandung Indonesia,menetapkan nada di teras bahu-membahu kami berdiri dengan nama dari stadion gbla bandung indonesia,menetapkan nada di teras bahu-membahu kami berdiri dengan nama dari stadion gbla bandung indonesia,menetapkan nada teras bahu-membahu berdiri nama stadion gbla bandung indonesia,"['menetapkan', 'nada', 'teras', 'bahu', '-', 'membahu', 'berdiri', 'nama', 'stadion', 'gbla', 'bandung', 'indonesia']",tetap nada teras bahu - bahu diri nama stadion gbla bandung indonesia,Positif
Sat Jan 07 11:46:25 +0000 2023,Blue hour is happening in indonesia rn ;(( i call it TXT effect https://t.co/03B9OwXKzk,beargyuxth,Blue hour is happening in indonesia rn i call it TXT effect,Blue hour sedang terjadi di Indonesia saat ini saya menyebutnya efek TXT,blue hour sedang terjadi di indonesia saat ini saya menyebutnya efek txt,blue hour sedang terjadi di indonesia saat ini saya menyebutnya efek txt,blue hour indonesia menyebutnya efek txt,"['blue', 'hour', 'indonesia', 'menyebutnya', 'efek', 'txt']",blue hour indonesia sebut efek txt,Netral
Fri Jan 20 13:28:59 +0000 2023,19/1/2023 🇮🇩 Indonesian Navy @_TNIAL_ warship (KRI Bontang-907) and aircraft (NC212) shadowed 🇨🇳 Chinese Coast Guard vessel CCG 5901 sailing east of 🇮🇩🇲🇾 continental shelf boundary They shadowed the vessel until it moved away ~33NM from the boundary KRI Bontang https://t.co/QBkoIbFBAx,JatosintRSV,1912023 🇮🇩 Indonesian Navy TNIAL warship KRI Bontang907 and aircraft NC212 shadowed 🇨🇳 Chinese Coast Guard vessel CCG 5901 sailing east of 🇮🇩🇲🇾 continental shelf boundary They shadowed the vessel until it moved away 33NM from the boundary KRI Bontang,1912023 🇮🇩 Kapal perang TNIAL KRI Bontang907 beserta pesawat NC212 membayangi 🇨🇳 Kapal Penjaga Pantai China CCG 5901 yang berlayar di sebelah timur batas landas kontinen 🇮🇩🇲🇾 Mereka membayangi kapal tersebut hingga bergerak menjauh 33NM dari batas landas kontinen KRI Bontang,1912023 🇮🇩 kapal perang tnial kri bontang907 beserta pesawat nc212 membayangi 🇨🇳 kapal penjaga pantai china ccg 5901 yang berlayar di sebelah timur batas landas kontinen 🇮🇩🇲🇾 mereka membayangi kapal tersebut hingga bergerak menjauh 33nm dari batas landas kontinen kri bontang,1912023 🇮🇩 kapal perang tnial kri bontang907 beserta pesawat nc212 membayangi 🇨🇳 kapal penjaga pantai china ccg 5901 yang berlayar di sebelah timur batas landas kontinen 🇮🇩🇲🇾 mereka membayangi kapal tersebut hingga bergerak menjauh 33nm dari batas landas kontinen kri bontang,1912023 🇮🇩 kapal perang tnial kri bontang907 beserta pesawat nc212 membayangi 🇨🇳 kapal penjaga pantai china ccg 5901 berlayar sebelah timur batas landas kontinen 🇮🇩🇲🇾 membayangi kapal bergerak menjauh 33nm batas landas kontinen kri bontang,"['1912023', '🇮', '🇩', 'kapal', 'perang', 'tnial', 'kri', 'bontang907', 'beserta', 'pesawat', 'nc212', 'membayangi', '🇨', '🇳', 'kapal', 'penjaga', 'pantai', 'china', 'ccg', '5901', 'berlayar', 'sebelah', 'timur', 'batas', 'landas', 'kontinen', '🇮', '🇩', '🇲', '🇾', 'membayangi', 'kapal', 'bergerak', 'menjauh', '33', 'nm', 'batas', 'landas', 'kontinen', 'kri', 'bontang']",1912023 kapal perang tnial kri bontang907 serta pesawat nc212 bayang kapal jaga pantai china ccg 5901 layar belah timur batas landas kontinen bayang kapal gerak jauh 33 nm batas landas kontinen kri bontang,Netral
Mon Jan 02 07:00:51 +0000 2023,Indonesian EXO-L are you ready for EXO-SC BACK TO BACK FANCON in Jakarta? Event date : 4 February 2023 Venue : Beach City International Stadium https://t.co/uDMfgDsKKl,ime_indonesia,Indonesian EXOL are you ready for EXOSC BACK TO BACK FANCON in Jakarta Event date 4 February 2023 Venue Beach City International Stadium,EXOL Indonesia sudah siap untuk EXOSC BACK TO BACK FANCON di Jakarta Tanggal acara 4 Februari 2023 Tempat Beach City International Stadium,exol indonesia sudah siap untuk exosc back to back fancon di jakarta tanggal acara 4 februari 2023 tempat beach city international stadium,exol indonesia sudah siap untuk exosc back to back fancon di jakarta tanggal acara 4 februari 2023 tempat beach city international stadium,exol indonesia exosc back to back fancon jakarta tanggal acara 4 februari 2023 beach city international stadium,"['exol', 'indonesia', 'exosc', 'back', 'to', 'back', 'fancon', 'jakarta', 'tanggal', 'acara', '4', 'februari', '2023', 'beach', 'city', 'international', 'stadium']",exol indonesia exosc back to back fancon jakarta tanggal acara 4 februari 2023 beach city international stadium,Netral
